ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Contacts_Count_13_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Total
781675983,1,68.5,F,A,Graduate,M,Less than $40K,Red,76,n,4,2,7,5010,1782,1022,1111,0.698,4357,69,0.605,0.636,12571
720418383,1,47.5,F,D,Unknown,S,Unknown,Red,24,v,1,3,8,2542.5,0,1817,1508.5,0.503,2347,45,0.452,0,6541
778486008,1,58,F,D,NA,M,Less than $40K,Red,50,c,3,2,7,4475,0,2590,1895,0.63,3391,66,0.833,0,9673
716756133,1,44.5,F,C,Graduate,D,Less than $40K,Red,36,b,1,1,6,47850,2018,17922,9561,0.42,4694,75,0.786,0.101,13582
711363258,1,53.5,F,B,Post-Graduate,M,Unknown,Red,48,c,4,1,6,28915,0,12366,6783,0.738,4880,76,0.9,0,14140
708551508,1,56.5,F,C,College,S,Less than $40K,Red,44,n,3,3,8,4457.5,2235,348,774,0.508,4500,83,0.509,0.865,13000
715019883,1,58,M,D,College,M,$60K - $80K,Red,54,b,2,2,7,4540,801,1815,1507.5,0.719,4655,68,0.511,0.306,13465
711125358,1,47.5,F,D,Graduate,S,$40K - $60K,Red,48,b,3,1,6,13132.5,577,5476,3338,0.85,5035,64,1.37,0.095,14605
708453408,1,40,M,E,College,D,$80K - $120K,Red,32,x,3,2,7,2270,0,1708,1454,0.443,1992,38,0.357,0,5476
716370258,1,53.5,F,D,Graduate,S,Less than $40K,Red,42,c,2,1,6,3982.5,1667,726,963,0.974,3768,79,0.681,0.697,10804
803880108,1,50.5,F,D,NA,S,$40K - $60K,Red,52,b,4,3,8,6560,1333,2091,1645.5,0.667,4485,61,0.694,0.389,12955
709822008,0,43,F,D,Unknown,D,Unknown,Red,32,n,2,2,7,2827.5,1409,522,861,0.887,4797,65,0.625,0.73,13891
716411358,0,44.5,F,D,Uneducated,S,Less than $40K,Red,42,v,4,2,7,3307.5,995,1128,1164,0.626,4516,78,0.625,0.469,13048
717524433,0,58,F,C,College,M,$40K - $60K,Red,50,c,4,2,7,2015,0,1606,1403,0.763,2258,37,0.609,0,6274
721011858,0,74.5,M,B,Graduate,U,Less than $40K,Red,74,b,2,2,7,12082.5,1395,4238,2719,0.542,3695,75,0.63,0.248,10585
719734533,0,40,F,E,Graduate,M,Less than $40K,Red,26,n,2,2,7,1595.75,740,698.3,949.15,0.698,4970,87,0.933,0.514,14410
712285908,0,70,F,B,NA,S,Less than $40K,Red,68,n,2,3,8,4475,2087,503,851.5,0.7,4248,73,0.78,0.806,12244
713675658,0,34,F,B,NA,S,Unknown,Red,14,c,1,3,8,9390,0,4556,2878,0.961,4273,82,0.64,0,12319
712869783,0,64,F,D,Graduate,S,Less than $40K,Red,42,n,4,0,5,1842.5,0,1537,1368.5,0.712,4234,75,0.786,0,12202
708545058,0,47.5,F,C,Graduate,S,$40K - $60K,Red,42,c,2,2,7,2005,962,640,920,0.834,4873,97,0.764,0.6,14119
817240833,1,56.5,F,C,Graduate,S,Less than $40K,Red,42,v,2,1,6,3200,1799,281,740.5,0.651,5130,82,0.864,0.865,14890
719815383,0,53.5,F,E,Doctorate,M,Unknown,Red,48,b,2,3,8,9965,1553,3233,2216.5,0.61,5039,76,0.81,0.324,14617
808747233,0,55,M,C,Doctorate,M,$120K +,Purple,60,v,2,3,8,3937.5,1353,1022,1111,0.804,5000,76,0.617,0.57,14500
713084208,0,44.5,M,E,College,M,$40K - $60K,Red,34,c,2,2,7,19115,908,7538,4369,0.604,4240,67,0.763,0.108,12220
806652483,0,41.5,F,C,NA,S,$40K - $60K,Red,42,c,4,3,8,2942.5,545,1432,1316,0.901,4393,72,0.946,0.276,12679
709803258,0,52,M,C,Unknown,M,$80K - $120K,Red,26,n,2,3,8,32770,0,13908,7554,0.719,4319,81,0.976,0,12457
717765183,1,62.5,F,B,Unknown,S,Unknown,Red,54,c,3,2,7,46050,0,19220,10210,0.997,4642,81,0.761,0,13426
779041983,1,41.5,M,F,NA,S,$40K - $60K,Red,14,c,3,1,6,4772.5,1726,983,1091.5,0.698,5056,89,0.78,0.637,14668
709868433,1,44.5,F,E,Unknown,S,Less than $40K,Red,36,b,4,1,6,1757.5,879,624,912,0.776,4439,77,0.604,0.585,12817
717395733,1,43,F,D,Doctorate,M,$40K - $60K,Red,42,c,2,2,7,3412.5,1392,773,986.5,0.734,4194,72,0.946,0.643,12082
801516183,0,58,F,E,Graduate,S,Less than $40K,Red,62,c,1,1,6,4010,1109,1295,1247.5,0.639,4519,72,0.636,0.461,13057
716231133,0,40,F,E,Graduate,M,Less than $40K,Red,42,v,3,2,7,2165,0,1666,1433,0.92,2816,38,0.52,0,7948
779625858,0,35.5,F,C,Unknown,S,Less than $40K,Red,24,c,1,3,8,18570,1935,6293,3746.5,0.627,4933,68,0.545,0.235,14299
709575858,0,59.5,M,E,Graduate,S,$40K - $60K,Red,42,v,1,3,8,5965,968,2218,1709,0.696,4077,75,0.63,0.304,11731
720927183,0,64,F,E,Graduate,M,Less than $40K,Red,42,v,2,2,7,4490,868,1728,1464,0.743,4801,72,0.714,0.334,13903
772198983,0,59.5,F,C,Graduate,M,$40K - $60K,Red,54,v,2,2,7,2155,613,1049,1124.5,0.868,2326,31,0.55,0.369,6478
721122258,0,37,F,D,Uneducated,M,$40K - $60K,Red,42,n,2,2,7,3132.5,0,2053,1626.5,0.866,3053,50,0.562,0,8659
758875908,0,40,F,E,Unknown,S,Less than $40K,Red,36,c,2,1,6,5982.5,1533,1660,1430,0.936,4419,75,0.786,0.48,12757
716501133,0,34,F,C,Graduate,S,Less than $40K,Red,42,b,1,2,7,2817.5,1337,590,895,0.667,5127,81,0.653,0.694,14881
719250783,1,41.5,F,B,NA,S,Less than $40K,Red,32,c,3,3,8,5052.5,725,2096,1648,0.704,2397,35,0.296,0.257,6691
789179583,0,22,F,B,College,D,Unknown,Red,4,b,4,3,8,7697.5,1214,2665,1932.5,0.924,5158,79,0.681,0.313,14974
708254733,0,41.5,F,E,Post-Graduate,S,Less than $40K,Red,42,n,2,1,6,2927.5,922,1049,1124.5,0.762,4827,84,0.867,0.468,13981
719758758,0,43,F,D,Graduate,M,Less than $40K,Red,16,c,1,1,6,2387.5,1058,697,948.5,0.697,4719,90,0.8,0.603,13657
805458933,0,38.5,F,C,Graduate,S,$40K - $60K,Red,38,v,3,2,7,3077.5,1720,311,755.5,0.713,2702,32,0.778,0.847,7606
720408708,0,53.5,F,C,Uneducated,M,Less than $40K,Red,42,b,2,0,5,3825,1584,746,973,0.78,3917,71,0.651,0.68,11251
788911458,0,40,F,E,College,M,Less than $40K,Red,22,n,4,2,7,1595.75,0,1438.3,1319.15,0.714,4283,88,0.833,0,12349
771862308,1,55,M,B,College,S,$80K - $120K,Red,48,n,5,3,8,1595.75,0,1438.3,1319.15,0.734,2589,49,0.69,0,7267
714616308,1,46,F,E,Uneducated,D,Less than $40K,Red,46,n,3,1,6,10825,2048,3082,2141,0.776,4601,88,0.76,0.399,13303
721221783,1,73,M,C,Graduate,S,Less than $40K,Red,66,v,1,1,6,27485,1018,10776,5988,0.898,5547,87,0.706,0.086,16141
771918033,1,61,M,E,Graduate,S,$80K - $120K,Red,56,z,3,4,9,7015,0,3606,2403,0.37,1829,41,0.519,0,4987
711777633,1,41.5,M,D,Graduate,D,$60K - $80K,Red,24,c,2,1,6,4250,1169,1331,1265.5,0.638,4265,87,0.812,0.468,12295
788519958,1,65.5,F,C,Graduate,S,Less than $40K,Red,70,v,3,2,7,7027.5,2517,1094,1147,0.537,2178,45,0.552,0.697,6034
768412608,1,38.5,F,B,Graduate,S,$40K - $60K,Red,36,b,2,3,8,2705,1143,739,969.5,0.638,4536,85,0.889,0.607,13108
709972908,1,37,F,C,Graduate,S,Less than $40K,Red,20,c,1,2,7,16552.5,0,7421,4310.5,0.708,4353,75,0.786,0,12559
713029683,1,76,M,A,Graduate,S,Less than $40K,Red,42,c,2,2,7,9515,1556,3050,2125,0.676,4363,78,0.66,0.338,12589
768243858,0,61,M,D,NA,M,$80K - $120K,Red,66,b,3,1,6,28670,1165,11103,6151.5,0.832,4905,82,0.822,0.095,14215
711685758,1,70,F,B,Graduate,S,$40K - $60K,Red,54,n,1,1,6,22682.5,1276,8597,4898.5,0.791,4613,82,0.745,0.129,13339
714528258,1,49,M,C,Graduate,D,$60K - $80K,Red,48,b,1,3,8,1887.5,1366,189,694.5,0.704,5490,86,0.755,0.878,15970
818930808,1,34,F,C,Uneducated,M,Less than $40K,Red,32,b,3,4,9,3400,0,2160,1680,0.645,2360,56,0.647,0,6580
713310558,1,50.5,F,C,Graduate,M,$40K - $60K,Red,26,b,2,1,6,7522.5,1521,2288,1744,0.692,4666,69,0.865,0.399,13498
719995008,1,46,F,E,Graduate,M,Unknown,Red,42,c,3,3,8,11405,1984,3378,2289,0.664,3851,87,0.642,0.37,11053
811713408,1,67,F,C,NA,M,$40K - $60K,Red,76,v,4,3,8,2585,1416,418,809,0.868,5653,79,0.927,0.772,16459
708822783,1,59.5,F,C,NA,S,Less than $40K,Red,42,n,3,2,7,4802.5,1264,1457,1328.5,0.796,4557,71,0.972,0.465,13171
771869508,1,56.5,F,C,Uneducated,M,Less than $40K,Red,50,c,2,2,7,5312.5,2065,860,1030,0.692,3913,47,1.474,0.706,11239
804413508,1,41.5,M,B,NA,S,$80K - $120K,Red,42,n,3,2,7,1862.5,0,1545,1372.5,0.749,2646,39,0.444,0,7438
815756058,1,61,F,B,Graduate,S,Less than $40K,Red,68,c,3,1,6,3530,0,2212,1706,0.942,2394,55,0.897,0,6682
712278108,1,49,F,C,Unknown,M,$40K - $60K,Red,46,c,1,3,8,30502.5,1482,11519,6359.5,0.552,3671,55,0.528,0.114,10513
784827108,1,38.5,F,B,NA,S,Less than $40K,Red,36,b,2,0,5,2667.5,970,897,1048.5,0.828,4537,60,1,0.52,13111
717862308,1,47.5,F,C,College,D,$40K - $60K,Red,24,v,3,3,8,4487.5,2353,242,721,0.924,2526,41,0.577,0.907,7078
716726058,1,52,F,D,College,S,Less than $40K,Red,30,v,3,1,6,1595.75,0,1438.3,1319.15,0.906,4311,77,0.833,0,12433
717405408,1,26.5,F,A,Post-Graduate,S,Unknown,Red,6,n,1,2,7,2240,1177,519,859.5,0.686,4410,84,0.826,0.694,12730
718734408,1,65.5,F,C,Unknown,S,$40K - $60K,Red,60,c,3,2,7,4735,1576,1118,1159,0.494,2041,57,0.9,0.585,5623
771666783,1,44.5,F,F,College,M,$40K - $60K,Red,32,c,3,4,9,4977.5,940,1851,1525.5,0.813,2584,49,0.441,0.337,7252
789301458,1,41.5,F,E,NA,M,Unknown,Red,30,c,3,1,6,3365,967,1179,1189.5,0.569,4253,74,0.721,0.451,12259
772329183,1,52,M,F,Unknown,M,$40K - $60K,Red,46,c,3,5,10,1595.75,0,1438.3,1319.15,0.7,1958,47,0.424,0,5374
713792583,1,58,F,C,Graduate,S,Unknown,Red,56,n,1,2,7,1595.75,730,708.3,954.15,0.921,4583,67,0.914,0.508,13249
770878458,1,20.5,F,B,Post-Graduate,M,Less than $40K,Red,-4,c,6,1,6,8487.5,2440,1755,1477.5,0.889,4430,72,0.714,0.582,12790
798308058,1,38.5,M,B,Graduate,S,$40K - $60K,Red,36,b,2,2,7,2580,748,1084,1142,0.879,4376,87,0.812,0.408,12628
709791333,1,40,F,D,Uneducated,S,Less than $40K,Red,42,v,1,1,6,4057.5,429,1994,1597,0.625,4717,80,0.739,0.177,13651
710090958,1,56.5,M,D,College,M,$80K - $120K,Red,50,n,2,3,8,16767.5,1697,5810,3505,1.098,4651,71,1.029,0.226,13453
772687983,1,59.5,M,D,Graduate,S,$60K - $80K,Red,56,b,2,3,8,11080,1923,3309,2254.5,0.629,4976,93,0.661,0.368,14428
714707133,1,50.5,F,D,Uneducated,M,Less than $40K,Red,42,b,1,1,6,1595.75,491,947.3,1073.65,0.494,5016,86,0.593,0.341,14548
720126033,1,43,M,E,NA,S,$80K - $120K,Red,26,v,2,2,7,2570,1517,311,755.5,0.661,4542,82,0.577,0.83,13126
713995233,1,37,F,C,NA,M,Less than $40K,Red,42,v,3,2,7,4392.5,2351,206,703,0.807,4342,73,1.147,0.919,12526
715009833,0,56.5,F,B,NA,M,Less than $40K,Red,42,b,2,3,8,4710,1658,1026,1113,0.669,4657,76,1,0.618,13471
711497283,0,61,F,F,Unknown,M,Less than $40K,Red,42,c,1,3,8,16085,0,7234,4217,0.899,5198,75,1.083,0,15094
803418783,0,40,M,E,Graduate,M,$60K - $80K,Red,40,c,2,3,8,1595.75,743,695.3,947.65,0.561,4730,80,0.778,0.517,13690
814611633,0,50.5,F,C,Uneducated,S,Less than $40K,Red,54,v,2,1,6,4825,1303,1427,1313.5,1.308,4750,76,0.9,0.477,13750
709411383,0,47.5,M,C,Uneducated,U,$40K - $60K,Red,44,v,2,1,6,5020,1720,1088,1144,0.836,5137,81,0.723,0.613,14911
825753258,0,50.5,M,E,Uneducated,M,$60K - $80K,Red,56,n,1,1,6,13687.5,0,6275,3737.5,0.79,4308,75,0.786,0,12424
713930433,1,65.5,M,C,Uneducated,U,$80K - $120K,Red,42,v,1,3,8,1595.75,0,1438.3,1319.15,0.68,4528,83,1.128,0,13084
715941633,0,55,F,A,Graduate,M,Less than $40K,Red,42,v,2,2,7,25085,0,10834,6017,0.522,2249,51,0.594,0,6247
772162683,1,31,F,C,Graduate,M,Less than $40K,Red,16,b,1,3,8,1805,0,1522,1361,0.783,4835,70,0.489,0,14005
712531008,1,44.5,M,D,Unknown,M,$120K +,Red,38,n,1,1,6,5112.5,919,1926,1563,0.652,2635,43,1.263,0.323,7405
711583458,0,52,F,C,College,M,Less than $40K,Red,42,n,2,3,8,3822.5,1271,1058,1129,0.729,4382,70,0.667,0.546,12646
714418983,0,44.5,M,F,Graduate,S,$40K - $60K,Red,36,b,1,3,8,3247.5,1164,935,1067.5,0.717,4471,80,0.667,0.555,12913
708699108,0,38.5,F,C,NA,S,Less than $40K,Red,42,n,1,1,6,10747.5,958,4141,2670.5,0.607,4025,73,0.521,0.188,11575
771749733,0,41.5,M,C,Graduate,S,$40K - $60K,Purple,30,c,2,3,8,7512.5,821,2984,2092,0.807,4326,67,0.811,0.216,12478
715235808,0,50.5,F,D,Uneducated,M,Less than $40K,Red,42,c,2,1,6,26595,0,11438,6319,0.815,4346,90,0.915,0,12538
716666133,1,56.5,M,E,Graduate,S,$120K +,Red,48,v,3,3,8,4085,1169,1265,1232.5,0.689,4739,76,0.81,0.48,13717
715356258,1,43,F,D,Unknown,M,Less than $40K,Red,42,v,3,2,7,11135,2507,2747,1973.5,0.751,4501,64,0.641,0.477,13003
720389283,1,67,F,B,Unknown,M,Less than $40K,Red,62,v,2,2,7,1595.75,491,947.3,1073.65,0.708,4376,84,0.787,0.341,12628
778131333,1,37,F,C,Graduate,M,Less than $40K,Red,32,b,3,0,5,3515,1110,1096,1148,0.746,5196,92,0.614,0.503,15088
708286683,1,65.5,M,C,Uneducated,S,$80K - $120K,Red,56,n,2,1,6,7000,1904,1696,1448,0.72,4946,75,0.531,0.529,14338
814765533,0,46,F,E,NA,S,$40K - $60K,Red,48,c,3,2,7,15790,693,6423,3811.5,0.759,4759,81,0.841,0.097,13777
814195758,0,43,M,B,Graduate,S,$60K - $80K,Red,44,v,2,1,6,2470,0,1788,1494,1.001,3511,56,0.931,0,10033
717121758,0,67,F,A,Graduate,S,Less than $40K,Red,42,v,1,3,8,16770,2148,5360,3280,0.89,4950,70,0.707,0.286,14350
768720708,0,41.5,F,D,NA,M,Less than $40K,Red,30,c,3,6,11,6332.5,1867,1466,1333,0.947,3348,50,0.282,0.56,9544
718032483,0,29.5,F,E,Graduate,M,Less than $40K,Red,2,b,1,3,8,32362.5,0,13745,7472.5,0.53,4432,61,0.605,0,12796
809966058,0,52,F,C,Unknown,M,Less than $40K,Red,44,x,2,4,9,10552.5,2517,2504,1852,0.587,2270,40,0.481,0.501,6310
711553308,0,70,M,B,Graduate,S,$40K - $60K,Red,66,c,2,1,6,8990,0,4396,2798,0.592,4771,78,1.053,0,13813
708253458,0,68.5,F,B,Unknown,S,Unknown,Red,66,v,2,2,7,4395,0,2558,1879,0.728,4635,82,0.64,0,13405
711276933,1,64,F,D,Graduate,M,Less than $40K,Red,58,v,2,3,8,22102.5,0,9641,5420.5,0.907,4710,75,0.667,0,13630
718165758,1,41.5,F,B,Graduate,M,$40K - $60K,Red,34,c,3,1,6,29552.5,912,11709,6454.5,0.64,4945,78,0.56,0.072,14335
780089658,1,34,M,D,Unknown,S,$60K - $80K,Red,12,c,3,4,9,3782.5,0,2313,1756.5,0.673,2249,42,0.312,0,6247
826421958,0,49,F,B,NA,M,Less than $40K,Red,54,c,1,3,8,1595.75,1183,255.3,727.65,0.841,4551,65,0.667,0.822,13153
778712658,1,58,F,A,Uneducated,M,Less than $40K,Red,38,v,3,2,7,2477.5,1314,477,838.5,0.725,5109,79,0.756,0.734,14827
712514508,0,50.5,M,C,Unknown,M,$120K +,Red,44,v,2,2,7,4315,2048,478,839,0.716,4267,72,0.8,0.811,12301
710725383,0,43,M,D,Doctorate,D,$40K - $60K,Red,42,v,3,2,7,5295,0,2918,2059,0.559,2056,54,0.459,0,5668
772601283,0,38.5,M,B,Post-Graduate,S,$80K - $120K,Red,28,v,2,3,8,13185,0,6074,3637,0.697,4303,77,0.674,0,12409
716371308,0,40,M,C,Unknown,S,$40K - $60K,Red,42,b,1,2,7,10487.5,1766,3229,2214.5,0.76,4389,82,0.864,0.354,12667
718518858,0,55,F,D,Graduate,M,$40K - $60K,Red,48,n,2,1,6,6307.5,1062,2261,1730.5,0.729,4610,78,0.773,0.32,13330
712579983,0,40,F,C,Graduate,S,Unknown,Red,30,c,1,3,8,4160,1794,670,935,0.682,4610,76,0.9,0.728,13330
716511483,0,49,M,C,Graduate,M,Less than $40K,Red,48,v,1,3,8,4825,0,2730,1965,0.648,4530,72,0.714,0,13090
708653958,0,37,M,D,College,M,$60K - $80K,Red,42,v,3,3,8,1595.75,966,472.3,836.15,0.871,5249,81,0.761,0.672,15247
716761308,1,35.5,F,E,Unknown,S,Less than $40K,Red,42,n,2,1,6,18550,1015,7205,4202.5,1.063,4794,77,0.878,0.123,13882
710547783,0,65.5,F,C,Post-Graduate,S,$40K - $60K,Red,42,v,3,1,6,12290,623,5093,3146.5,0.673,4387,79,0.881,0.109,12661
772118583,0,44.5,F,B,Uneducated,M,Less than $40K,Red,34,v,3,0,5,2087.5,1220,415,807.5,0.565,4807,56,0.931,0.746,13921
712154883,0,61,F,C,College,M,Less than $40K,Red,66,v,2,3,8,8647.5,0,4259,2729.5,0.59,4389,80,0.702,0,12667
793842558,0,38.5,F,D,Doctorate,M,Less than $40K,Red,36,v,3,5,10,12672.5,0,5869,3534.5,0.642,2203,41,0.519,0,6109
792695808,0,41.5,M,E,NA,M,$120K +,Red,40,z,3,3,8,3680,1350,922,1061,0.762,2354,49,0.96,0.594,6562
798047583,0,47.5,F,E,Uneducated,M,Unknown,Red,48,v,2,3,8,4495,1848,750,975,0.547,4396,78,0.814,0.711,12688
719453283,0,47.5,F,C,Uneducated,M,Less than $40K,Red,42,v,1,1,6,24905,703,10059,5629.5,0.548,4509,71,0.543,0.065,13027
717637908,0,34,F,C,College,U,Less than $40K,Red,16,n,3,3,8,2955,1751,231,715.5,0.843,4313,62,0.676,0.883,12439
708303108,0,55,F,C,Graduate,M,Less than $40K,Red,54,c,3,3,8,9627.5,2499,2152,1676,0.766,5097,79,0.795,0.537,14791
788876208,1,43,F,C,Graduate,S,Less than $40K,Red,24,x,3,4,9,4092.5,0,2437,1818.5,0.912,3068,53,0.656,0,8704
772069683,1,68.5,M,A,NA,M,$60K - $80K,Red,66,b,2,1,6,4407.5,1579,984,1092,0.924,4838,70,0.707,0.616,14014
805453908,1,29.5,M,B,NA,D,$40K - $60K,Red,26,c,3,3,8,3612.5,1342,903,1051.5,0.687,4624,87,0.706,0.598,13372
780897858,1,37,F,C,NA,S,Less than $40K,Red,10,c,2,3,8,2440,0,1776,1488,0.518,2201,31,0.292,0,6103
717346833,1,46,F,D,Graduate,M,Less than $40K,Red,36,v,2,3,8,3642.5,896,1361,1280.5,0.68,4618,94,0.516,0.397,13354
718555308,1,68.5,M,B,Unknown,S,$40K - $60K,Red,72,b,1,1,6,44142.5,2248,16209,8704.5,0.578,3603,69,0.643,0.122,10309
709208808,1,55,F,B,Uneducated,M,Less than $40K,Red,42,n,1,3,8,1652.5,0,1461,1330.5,0.676,4633,80,0.778,0,13399
818901708,0,41.5,F,E,College,D,Unknown,Red,42,v,2,1,6,3907.5,978,1385,1292.5,0.662,2635,40,0.538,0.414,7405
713247408,0,56.5,F,D,Uneducated,U,Less than $40K,Red,42,b,3,3,8,1595.75,863,575.3,887.65,0.605,4482,67,0.914,0.6,12946
715617333,0,34,F,C,Graduate,M,Less than $40K,Red,22,c,2,3,8,2600,1267,573,886.5,0.605,4515,76,0.49,0.689,13045
714230808,0,34,F,E,College,M,Less than $40K,Red,42,n,2,3,8,16455,1326,6056,3628,0.806,4792,65,0.667,0.18,13876
715866033,0,35.5,F,C,NA,S,Less than $40K,Red,42,v,3,2,7,7652.5,622,3239,2219.5,0.794,4816,81,0.976,0.161,13948
718065333,0,38.5,F,E,Graduate,M,$40K - $60K,Red,28,v,1,2,7,1905,751,811,1005.5,0.925,4574,81,0.976,0.481,13222
710756133,0,40,F,D,Unknown,M,Less than $40K,Red,32,n,1,2,7,5720,1477,1611,1405.5,0.748,5095,77,0.833,0.478,14785
713873658,0,47.5,M,E,NA,S,$120K +,Red,44,b,2,1,6,1595.75,0,1438.3,1319.15,0.612,4660,87,0.891,0,13480
771499233,0,49,F,E,NA,M,Less than $40K,Red,38,n,3,3,8,3420,1704,464,832,0.725,4584,92,0.769,0.786,13252
711274458,0,37,F,D,NA,M,Less than $40K,Red,24,n,1,0,5,4080,851,1581,1390.5,0.873,4760,69,0.917,0.35,13780
790108908,1,46,M,C,Post-Graduate,M,$80K - $120K,Red,44,b,1,1,6,3492.5,0,2197,1698.5,0.921,4548,64,0.641,0,13144
797389758,1,43,F,C,Graduate,M,$40K - $60K,Purple,42,b,3,3,8,23022.5,1604,8405,4802.5,0.449,4347,75,0.786,0.16,12541
827100333,1,53.5,F,D,NA,M,Less than $40K,Red,60,n,1,2,7,7947.5,1319,2660,1930,0.85,4598,67,0.634,0.331,13294
711647808,1,62.5,F,D,Graduate,S,Less than $40K,Red,42,b,1,3,8,3472.5,1860,329,764.5,0.834,4195,81,0.653,0.85,12085
720553158,1,38.5,F,B,Graduate,S,Less than $40K,Red,32,v,2,1,6,27865,1172,10774,5987,0.614,4862,77,0.878,0.098,14086
717924933,1,52,F,C,Post-Graduate,D,Unknown,Red,44,v,2,3,8,3597.5,1256,983,1091.5,0.605,4986,83,0.976,0.561,14458
802856508,1,43,M,C,Graduate,S,$80K - $120K,Red,42,n,1,3,8,8062.5,0,4025,2612.5,0.887,4445,92,0.673,0,12835
712673283,1,34,F,E,Unknown,S,Less than $40K,Red,22,v,1,1,6,7122.5,929,2720,1960,0.633,3964,77,0.75,0.255,11392
778356408,1,56.5,F,D,College,D,$40K - $60K,Red,32,v,2,3,8,2052.5,787,834,1017,0.551,4719,73,0.738,0.486,13657
716791908,1,44.5,M,B,College,M,$80K - $120K,Red,16,v,3,1,6,4850,1786,954,1077,0.597,4327,70,1.333,0.652,12481
757761033,1,32.5,F,D,Graduate,S,$40K - $60K,Red,26,b,2,3,8,11905,1556,4006,2603,0.751,4568,76,0.767,0.28,13204
758186433,1,35.5,F,B,Uneducated,S,Less than $40K,Red,30,x,3,1,6,32332.5,0,13733,7466.5,0.325,1591,30,0.875,0,4273
786546783,1,68.5,F,A,College,M,$40K - $60K,Red,76,b,2,1,6,3935,1332,1042,1121,0.686,4253,81,0.884,0.561,12259
789634983,1,68.5,M,B,Graduate,M,$40K - $60K,Red,76,b,2,2,7,3667.5,1357,910,1055,0.697,4464,85,0.735,0.599,12892
715880283,1,65.5,M,B,NA,S,$120K +,Red,64,c,2,2,7,16402.5,0,7361,4280.5,0.59,2109,44,0.571,0,5827
719990358,1,34,F,D,NA,M,Less than $40K,Red,26,c,3,4,9,1922.5,257,1312,1256,0.408,2288,45,0.667,0.164,6364
715130808,1,47.5,M,D,Graduate,S,$60K - $80K,Purple,38,c,1,2,7,3395,1299,859,1029.5,0.733,4946,73,0.973,0.602,14338
713818158,1,55,M,B,Doctorate,S,$80K - $120K,Red,52,v,3,1,6,3707.5,1470,813,1006.5,0.935,5100,76,0.689,0.644,14800
709728183,1,49,F,D,College,M,Less than $40K,Red,48,c,1,1,6,4355,1884,658,929,0.715,4518,88,1.095,0.741,13054
715797783,1,62.5,F,B,Uneducated,D,$40K - $60K,Red,64,v,2,1,6,1595.75,0,1438.3,1319.15,0.6,4322,68,0.619,0,12466
710879283,1,56.5,M,B,NA,M,Less than $40K,Red,52,c,3,1,6,3837.5,1373,962,1081,0.876,4267,81,0.653,0.588,12301
715995933,1,49,M,A,Graduate,S,$120K +,Red,42,c,3,2,7,3455,1566,616,908,0.574,3935,77,0.711,0.718,11305
713567958,1,61,F,D,College,S,Less than $40K,Red,42,n,4,0,5,6297.5,913,2406,1803,0.612,4560,84,1.049,0.275,13180
779118708,1,55,F,C,Unknown,S,Less than $40K,Red,34,n,3,1,6,5552.5,1530,1491,1345.5,0.731,4105,76,0.767,0.506,11815
721484283,1,56.5,F,D,NA,M,Less than $40K,Red,42,c,2,2,7,71047.5,0,29219,15209.5,0.77,4575,84,0.68,0,13225
708817608,1,41.5,F,D,NA,M,Unknown,Red,18,n,2,2,7,1595.75,869,569.3,884.65,0.821,4664,77,0.878,0.604,13492
789231858,1,68.5,M,B,Unknown,M,$60K - $80K,Red,66,c,3,2,7,9077.5,2517,1914,1557,0.499,2185,48,0.371,0.568,6055
788661408,1,50.5,F,D,Uneducated,M,Less than $40K,Red,36,v,5,3,8,5827.5,0,3131,2165.5,0.811,4507,93,0.632,0,13021
789925833,1,55,F,C,NA,M,Unknown,Red,52,c,3,2,7,13960,2034,4350,2775,0.493,4413,83,0.886,0.319,12739
709296558,1,59.5,M,C,Graduate,S,$120K +,Red,42,c,3,2,7,3192.5,0,2077,1638.5,0.59,3647,69,0.917,0,10441
780180033,1,26.5,F,A,Graduate,M,Less than $40K,Red,10,c,1,2,7,2890,958,998,1099,0.789,4977,76,0.854,0.49,14431
771527508,1,70,M,C,Graduate,S,$60K - $80K,Red,66,n,2,1,6,4812.5,2517,208,704,0.482,4430,66,0.692,0.924,12790
709614333,1,68.5,F,A,NA,S,Unknown,Red,42,n,3,1,6,1685,843,631,915.5,0.751,4452,65,1.097,0.572,12856
767005683,1,70,M,A,Unknown,S,$40K - $60K,Red,62,v,3,3,8,22700,1792,8088,4644,0.804,4609,80,0.951,0.181,13327
718686558,1,55,M,C,Unknown,M,$120K +,Red,56,n,2,0,5,4167.5,1176,1291,1245.5,0.811,4744,73,0.921,0.477,13732
715655283,1,43,F,D,Graduate,M,Less than $40K,Red,36,v,2,1,6,11492.5,2336,3061,2130.5,0.67,4734,96,0.846,0.433,13702
819631158,1,61,F,E,Post-Graduate,M,Less than $40K,Red,68,c,3,2,7,6425,1133,2237,1718.5,0.722,4726,86,0.686,0.336,13678
710866758,1,43,F,E,NA,M,Less than $40K,Red,32,v,2,4,9,26097.5,0,11239,6219.5,0.32,2055,43,0.162,0,5665
